Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
YR84813,Oregon,10575.94816,No,Premium,College,1/17/2011,Unemployed,M,0,Suburban,Single,105,7,91,0,2,Special Auto,Special L2,Offer3,Call Center,756.00,Four-Door Car,Medsize
JZ28301,Oregon,5552.331515,No,Basic,College,2/28/2011,Employed,F,35011,Urban,Married,70,7,91,0,8,Personal Auto,Personal L3,Offer4,Call Center,215.73,Four-Door Car,Large
HL40930,Oregon,7150.225367,No,Extended,Bachelor,2/22/2011,Employed,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.71,Four-Door Car,Large
HL33607,Washington,8717.049833,Yes,Basic,College,2/14/2011,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.20,Four-Door Car,Large
WU21638,California,6847.588918,No,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Married,191,2,70,0,1,Personal Auto,Personal L3,Offer2,Web,1317.01,Luxury SUV,Medsize
AG32304,Nevada,5418.726537,No,Basic,College,1/3/2011,Employed,F,39133,Rural,Married,67,25,26,0,3,Personal Auto,Personal L3,Offer1,Call Center,90.52,Four-Door Car,Medsize
JX26859,California,3528.044252,Yes,Extended,Doctor,2/1/2011,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.60,Two-Door Car,Medsize
KC75958,California,16468.22079,Yes,Basic,High School or Below,1/27/2011,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685.13,Four-Door Car,Medsize
ZV32968,Oregon,7285.030983,Yes,Basic,High School or Below,2/28/2011,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.03,Four-Door Car,Small
GU45597,Oregon,16963.83934,No,Basic,Bachelor,2/12/2011,Unemployed,F,0,Suburban,Divorced,117,26,33,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,561.60,SUV,Medsize
SO95845,California,5807.659307,No,Basic,College,1/7/2011,Employed,F,62447,Rural,Single,74,9,2,0,7,Personal Auto,Personal L3,Offer4,Call Center,133.98,Two-Door Car,Medsize
GL32197,Oregon,5068.264582,No,Basic,College,2/7/2011,Employed,M,31475,Rural,Married,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,22.96,Four-Door Car,Medsize
SC11374,Nevada,8797.829644,No,Basic,College,2/28/2011,Employed,F,80780,Rural,Married,109,26,11,0,3,Corporate Auto,Corporate L3,Offer2,Agent,3.55,SUV,Medsize
RT29777,Oregon,4439.900652,No,Basic,Bachelor,2/12/2011,Employed,F,88613,Urban,Divorced,111,5,59,0,1,Personal Auto,Personal L3,Offer1,Branch,359.37,SUV,Small
OB73235,California,2404.459452,No,Basic,College,2/11/2011,Employed,M,45949,Rural,Single,62,0,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,110.56,Two-Door Car,Medsize
MV41462,Arizona,5066.634057,No,Basic,Bachelor,1/13/2011,Employed,F,35596,Suburban,Married,64,11,92,0,3,Personal Auto,Personal L2,Offer1,Agent,307.20,Two-Door Car,Medsize
FM67585,California,5890.528762,No,Basic,High School or Below,1/15/2011,Employed,M,76875,Rural,Married,73,21,4,0,9,Personal Auto,Personal L3,Offer3,Agent,17.38,Four-Door Car,Medsize
KG57925,California,2410.498573,No,Basic,Bachelor,1/16/2011,Employed,M,41842,Suburban,Married,61,1,14,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,292.80,Two-Door Car,Medsize
IY24560,California,5288.240125,No,Basic,Bachelor,2/11/2011,Medical Leave,M,28884,Suburban,Married,72,27,9,1,3,Corporate Auto,Corporate L3,Offer2,Agent,518.40,Four-Door Car,Medsize
BV33510,Arizona,26413.54751,No,Extended,High School or Below,2/24/2011,Employed,F,24631,Suburban,Married,83,25,87,1,2,Personal Auto,Personal L3,Offer2,Web,398.40,Four-Door Car,Large
XA77673,Nevada,16236.47626,No,Basic,College,1/6/2011,Unemployed,F,0,Suburban,Single,74,24,54,2,2,Personal Auto,Personal L2,Offer2,Branch,680.75,Four-Door Car,Medsize
XN90861,Arizona,5534.576395,No,Basic,Bachelor,1/5/2011,Employed,F,71560,Urban,Married,69,14,46,0,5,Personal Auto,Personal L1,Offer2,Web,178.70,Two-Door Car,Medsize
WS84995,Nevada,9202.638441,No,Extended,Master,1/25/2011,Unemployed,M,0,Suburban,Married,80,8,71,0,2,Personal Auto,Personal L3,Offer1,Agent,384.00,Four-Door Car,Medsize
ZZ49347,Oregon,2592.437797,Yes,Basic,High School or Below,1/2/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.00,Four-Door Car,Small
XX85323,Arizona,8019.856041,No,Premium,Master,2/7/2011,Employed,F,54702,Suburban,Married,199,5,42,0,1,Personal Auto,Personal L3,Offer4,Agent,955.20,SUV,Medsize
JO64487,California,6943.741598,No,Extended,High School or Below,2/24/2011,Unemployed,F,0,Suburban,Single,76,4,43,5,2,Special Auto,Special L2,Offer1,Agent,547.20,Four-Door Car,Large
TO55363,Oregon,13367.86562,No,Basic,High School or Below,1/28/2011,Employed,F,57335,Suburban,Married,67,22,18,0,2,Personal Auto,Personal L1,Offer4,Agent,407.89,Two-Door Car,Medsize
UE67791,Arizona,5885.335302,No,Basic,College,1/9/2011,Unemployed,M,0,Suburban,Single,67,9,20,3,2,Personal Auto,Personal L3,Offer1,Agent,482.40,Two-Door Car,Medsize
JN69287,California,3479.760165,No,Extended,High School or Below,1/8/2011,Employed,M,35033,Suburban,Married,87,26,53,0,1,Personal Auto,Personal L2,Offer1,Agent,490.64,Two-Door Car,Small
AT55072,Arizona,9103.8997,No,Premium,College,2/4/2011,Employed,M,65733,Suburban,Married,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.95,Four-Door Car,Medsize
LV34368,California,4813.284447,No,Basic,Bachelor,2/27/2011,Unemployed,M,0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.61,Four-Door Car,Medsize
QU40939,Arizona,9575.7578,No,Extended,College,2/6/2011,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633.60,Four-Door Car,Medsize
IP94270,Arizona,13736.1325,Yes,Premium,Master,2/13/2011,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.32,SUV,Medsize
KW33804,Nevada,8090.884414,No,Basic,High School or Below,1/3/2011,Employed,M,86180,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.05,Four-Door Car,Large
IA42992,Arizona,8267.119555,No,Basic,High School or Below,1/19/2011,Employed,M,36881,Suburban,Married,104,5,25,0,3,Special Auto,Special L3,Offer1,Agent,499.20,SUV,Medsize
CZ19025,Oregon,2489.16729,No,Basic,High School or Below,1/26/2011,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.08,Four-Door Car,Small
EN54716,Oregon,2395.57,Yes,Basic,Doctor,1/27/2011,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.70,Two-Door Car,Medsize
UF27940,Washington,3863.309585,No,Basic,College,1/17/2011,Employed,F,47199,Suburban,Married,100,3,65,3,1,Corporate Auto,Corporate L3,Offer2,Call Center,480.00,SUV,Medsize
QD36118,Oregon,5173.485319,No,Basic,College,1/22/2011,Unemployed,F,0,Suburban,Married,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.20,Four-Door Car,Medsize
XI52305,California,4984.618655,Yes,Basic,Bachelor,1/11/2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L3,Offer2,Call Center,80.73,Four-Door Car,Medsize
HZ25580,Washington,2396.192355,No,Basic,High School or Below,1/31/2011,Employed,F,39062,Suburban,Divorced,61,2,20,0,1,Corporate Auto,Corporate L3,Offer2,Agent,346.99,Two-Door Car,Medsize
JY97451,California,2631.87754,No,Basic,College,1/8/2011,Disabled,F,16976,Urban,Married,69,23,54,0,1,Personal Auto,Personal L3,Offer1,Agent,238.95,Four-Door Car,Medsize
US78266,California,6993.838856,No,Basic,High School or Below,1/22/2011,Unemployed,F,0,Suburban,Single,65,29,35,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,468.00,Four-Door Car,Medsize
SX25962,Arizona,15055.53836,No,Basic,College,2/18/2011,Employed,M,83283,Rural,Single,193,11,46,1,3,Personal Auto,Personal L2,Offer3,Branch,273.70,Luxury Car,Medsize
XQ12791,California,3401.881747,No,Extended,High School or Below,1/21/2011,Employed,M,41972,Suburban,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691.71,Four-Door Car,Medsize
EU59853,California,4126.61326,No,Premium,College,2/20/2011,Employed,M,34080,Rural,Married,107,11,48,1,1,Personal Auto,Personal L3,Offer4,Branch,220.64,Four-Door Car,Medsize
QR21417,California,4462.997006,Yes,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.40,Two-Door Car,Medsize
CI27304,California,9320.090224,No,Extended,College,1/13/2011,Employed,M,40269,Urban,Married,81,0,71,2,2,Personal Auto,Personal L2,Offer2,Agent,329.98,Four-Door Car,Medsize
WJ52097,Oregon,3663.740198,No,Extended,Bachelor,1/4/2011,Employed,F,61894,Suburban,Divorced,91,3,21,0,1,Corporate Auto,Corporate L2,Offer2,Web,436.80,Four-Door Car,Medsize
FT65961,California,4962.208409,No,Basic,College,2/2/2011,Employed,F,23300,Suburban,Married,63,3,35,1,4,Corporate Auto,Corporate L3,Offer3,Branch,339.91,Four-Door Car,Small
DP87594,Oregon,2816.758764,No,Basic,Bachelor,2/3/2011,Employed,F,66023,Urban,Married,70,11,94,0,1,Personal Auto,Personal L3,Offer1,Branch,265.63,Two-Door Car,Medsize
KP96020,Arizona,4330.769101,No,Basic,Bachelor,2/27/2011,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.85,Sports Car,Small
HQ15974,Nevada,8262.879764,No,Extended,College,2/13/2011,Unemployed,F,0,Rural,Married,76,4,51,1,2,Personal Auto,Personal L2,Offer1,Agent,32.51,Four-Door Car,Medsize
VE98553,Oregon,4666.643522,No,Premium,Bachelor,2/28/2011,Employed,M,60466,Suburban,Married,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.19,Four-Door Car,Large
ME44353,Oregon,5876.054314,No,Basic,College,2/9/2011,Employed,F,32848,Urban,Married,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.45,Four-Door Car,Medsize
AE62631,Oregon,8427.723769,No,Basic,Bachelor,2/28/2011,Employed,M,20662,Suburban,Married,72,10,99,0,2,Personal Auto,Personal L1,Offer4,Agent,373.32,Two-Door Car,Medsize
GX29162,Arizona,13023.9329,No,Premium,High School or Below,1/24/2011,Employed,F,64985,Rural,Married,108,23,94,0,2,Personal Auto,Personal L3,Offer1,Web,16.43,Two-Door Car,Small
LY69932,Oregon,8209.59982,No,Basic,High School or Below,2/11/2011,Employed,M,68022,Suburban,Married,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.40,Sports Car,Small
YY74036,California,2464.238061,No,Basic,College,2/20/2011,Employed,M,72834,Rural,Divorced,65,12,81,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,91.94,Four-Door Car,Medsize
DP92488,Washington,2727.520769,No,Basic,Doctor,1/14/2011,Employed,F,74592,Suburban,Married,67,9,30,0,1,Personal Auto,Personal L1,Offer4,Agent,321.60,Two-Door Car,Medsize
FO74055,California,3086.013544,No,Extended,College,1/16/2011,Employed,F,73938,Rural,Married,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53.10,Two-Door Car,Medsize
GT97121,California,22067.728,No,Extended,College,2/18/2011,Disabled,M,15999,Suburban,Married,83,2,43,0,2,Personal Auto,Personal L3,Offer2,Branch,398.40,Four-Door Car,Medsize
VF83291,Oregon,4836.054291,No,Basic,College,1/13/2011,Unemployed,F,0,Suburban,Single,69,12,89,0,8,Personal Auto,Personal L1,Offer1,Agent,632.08,Four-Door Car,Small
OU76593,Oregon,6912.03963,No,Extended,College,1/21/2011,Unemployed,M,0,Suburban,Married,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460.80,Four-Door Car,Medsize
HO40387,California,2570.761765,No,Basic,Master,1/1/2011,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.60,Two-Door Car,Small
GR37045,Nevada,2991.696011,No,Extended,Bachelor,2/6/2011,Unemployed,F,0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576.00,Four-Door Car,Small
KZ84621,Nevada,8253.266591,No,Basic,High School or Below,1/31/2011,Employed,F,62375,Urban,Married,103,35,71,1,3,Personal Auto,Personal L3,Offer4,Web,411.23,SUV,Small
FR82361,Arizona,10477.77713,No,Extended,Doctor,1/23/2011,Employed,M,61427,Suburban,Single,88,24,12,0,2,Personal Auto,Personal L3,Offer1,Branch,422.40,Four-Door Car,Large
UM14883,California,16373.7273,No,Basic,High School or Below,2/5/2011,Employed,M,64396,Urban,Married,103,2,46,0,2,Special Auto,Special L1,Offer4,Agent,355.41,SUV,Medsize
UX32931,California,5184.94945,No,Basic,College,1/16/2011,Employed,F,49312,Urban,Married,65,30,55,1,4,Corporate Auto,Corporate L1,Offer1,Branch,230.10,Four-Door Car,Medsize
QA68548,California,10634.83711,No,Basic,High School or Below,2/8/2011,Unemployed,F,0,Suburban,Single,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.80,Two-Door Car,Medsize
QV40364,California,15114.40241,Yes,Basic,High School or Below,1/19/2011,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.00,SUV,Medsize
TY87896,California,11875.89915,No,Basic,High School or Below,1/23/2011,Unemployed,M,0,Suburban,Married,108,23,55,0,2,Personal Auto,Personal L2,Offer2,Branch,518.40,SUV,Medsize
CV75841,California,4369.496687,No,Premium,College,1/25/2011,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.74,Four-Door Car,Medsize
YO62357,California,7432.856752,No,Basic,College,1/15/2011,Employed,F,58839,Rural,Single,65,4,65,3,2,Personal Auto,Personal L3,Offer1,Call Center,18.97,Two-Door Car,Medsize
YN19139,Nevada,2558.762931,No,Basic,High School or Below,1/11/2011,Unemployed,M,0,Suburban,Single,72,4,14,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.40,Four-Door Car,Medsize
PE63707,Nevada,5452.171237,No,Basic,Bachelor,2/1/2011,Employed,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.60,Four-Door Car,Medsize
NS74173,Nevada,2968.077571,No,Basic,College,2/21/2011,Employed,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.68,Two-Door Car,Medsize
ZI73222,California,15700.28436,No,Extended,High School or Below,2/1/2011,Unemployed,M,0,Suburban,Married,211,31,52,0,5,Personal Auto,Personal L3,Offer1,Web,1012.80,Luxury SUV,Medsize
AC24378,Arizona,7477.176362,No,Extended,High School or Below,1/19/2011,Employed,F,48552,Urban,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.75,Four-Door Car,Medsize
XR71687,Oregon,9407.452895,No,Basic,Bachelor,1/7/2011,Employed,M,31485,Rural,Married,118,17,79,0,6,Personal Auto,Personal L2,Offer2,Agent,294.91,SUV,Medsize
GJ70481,Arizona,4428.038374,No,Basic,High School or Below,1/3/2011,Unemployed,M,0,Suburban,Single,64,6,47,0,8,Personal Auto,Personal L3,Offer3,Agent,628.80,Four-Door Car,Small
JI94264,Arizona,10053.55227,No,Extended,College,2/28/2011,Disabled,M,16511,Suburban,Single,135,35,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972.00,SUV,Large
YI95434,California,2907.898828,No,Basic,College,2/17/2011,Employed,F,51020,Suburban,Divorced,73,16,88,0,1,Personal Auto,Personal L3,Offer2,Branch,350.40,Four-Door Car,Medsize
RL34830,California,7644.763153,No,Extended,College,1/31/2011,Employed,M,43838,Suburban,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.60,Four-Door Car,Medsize
CA96568,Oregon,9709.746073,No,Extended,College,1/16/2011,Unemployed,M,0,Suburban,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.09,SUV,Small
UO16539,Washington,8439.615236,No,Basic,Bachelor,1/26/2011,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.10,SUV,Medsize
NP18074,Arizona,4209.682602,No,Basic,Bachelor,2/24/2011,Employed,F,57933,Suburban,Married,105,10,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,533.26,SUV,Small
TW45475,Nevada,8556.418397,No,Extended,College,1/9/2011,Unemployed,M,0,Suburban,Married,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595.20,SUV,Small
CM66204,Arizona,26770.44534,No,Basic,College,1/23/2011,Employed,F,26335,Urban,Married,113,32,7,1,2,Personal Auto,Personal L2,Offer1,Call Center,355.82,SUV,Large
DX80961,Arizona,16265.58682,No,Extended,Bachelor,1/19/2011,Employed,F,85322,Suburban,Married,134,32,55,0,2,Personal Auto,Personal L3,Offer1,Agent,735.49,SUV,Medsize
JZ15681,California,3624.901612,No,Extended,High School or Below,1/10/2011,Employed,M,37843,Urban,Divorced,92,2,17,0,1,Personal Auto,Personal L3,Offer3,Agent,354.46,Four-Door Car,Medsize
ZZ31825,Oregon,2519.918897,No,Basic,Bachelor,1/25/2011,Unemployed,M,0,Suburban,Married,67,11,26,0,1,Personal Auto,Personal L2,Offer2,Branch,482.40,Four-Door Car,Medsize
TF77410,Arizona,4819.183706,No,Basic,College,2/2/2011,Employed,M,74730,Suburban,Single,61,18,84,0,6,Personal Auto,Personal L3,Offer2,Branch,421.24,Four-Door Car,Small
HI16452,Oregon,3028.780121,No,Extended,High School or Below,2/1/2011,Unemployed,M,0,Suburban,Single,94,27,52,1,1,Special Auto,Special L3,Offer1,Branch,483.88,Four-Door Car,Medsize
CW98845,Oregon,2316.796105,No,Basic,Bachelor,2/24/2011,Unemployed,M,0,Suburban,Married,64,2,80,0,1,Personal Auto,Personal L2,Offer4,Branch,307.20,Four-Door Car,Medsize
NI99807,Oregon,13869.92705,Yes,Basic,College,1/21/2011,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.30,SUV,Small
QL45827,Washington,25807.063,Yes,Extended,College,2/13/2011,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L1,Offer1,Branch,1027.20,Luxury Car,Small
GU60969,Arizona,2342.01381,No,Basic,Bachelor,1/2/2011,Retired,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.60,Four-Door Car,Large
FS67103,Oregon,2747.771656,No,Extended,Bachelor,1/16/2011,Unemployed,M,0,Suburban,Single,80,12,14,0,1,Special Auto,Special L2,Offer3,Web,576.00,Two-Door Car,Medsize
FQ24929,Oregon,5479.555081,Yes,Basic,Master,1/13/2011,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.40,Four-Door Car,Small
YA12007,California,9199.539814,No,Extended,College,1/11/2011,Unemployed,F,0,Suburban,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Offer1,Branch,572.85,Four-Door Car,Medsize
EW46828,Arizona,8060.161694,No,Basic,High School or Below,1/3/2011,Employed,M,23671,Suburban,Divorced,69,32,45,0,2,Personal Auto,Personal L3,Offer1,Branch,331.20,Four-Door Car,Medsize
YP67379,Arizona,6686.128629,No,Extended,High School or Below,2/4/2011,Employed,M,22244,Rural,Married,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.82,Four-Door Car,Medsize
KH16079,Washington,4709.52218,No,Basic,High School or Below,2/12/2011,Unemployed,F,0,Suburban,Single,66,17,29,0,3,Personal Auto,Personal L1,Offer1,Agent,470.58,Four-Door Car,Small
SJ87277,Arizona,2685.425957,No,Basic,High School or Below,1/8/2011,Employed,M,75329,Rural,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45.91,Four-Door Car,Large
DW14769,Arizona,3920.511337,No,Premium,High School or Below,2/4/2011,Unemployed,F,0,Suburban,Married,108,2,55,1,1,Personal Auto,Personal L3,Offer3,Branch,525.39,Two-Door Car,Large
CN13435,California,5493.698779,No,Basic,College,1/10/2011,Employed,F,44369,Urban,Married,68,13,22,0,8,Personal Auto,Personal L3,Offer4,Call Center,185.29,Four-Door Car,Medsize
KO95143,California,8521.738901,No,Premium,High School or Below,2/21/2011,Employed,M,37910,Suburban,Married,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518.40,Four-Door Car,Medsize
GT66241,California,2414.072446,No,Basic,High School or Below,1/8/2011,Unemployed,M,0,Suburban,Single,71,25,30,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.20,Four-Door Car,Medsize
PP97061,Nevada,4282.947971,Yes,Basic,College,2/26/2011,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize
KP97208,Oregon,5918.330563,No,Basic,College,2/4/2011,Employed,F,94846,Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.03,Two-Door Car,Medsize
SB24397,California,7519.133631,Yes,Extended,High School or Below,2/20/2011,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.36,Four-Door Car,Medsize
EM32982,Arizona,4472.334422,No,Basic,Doctor,1/26/2011,Employed,F,53519,Urban,Married,111,7,37,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,520.04,SUV,Medsize
LB97434,Arizona,5531.627731,No,Basic,Bachelor,1/21/2011,Employed,M,50648,Suburban,Married,69,27,50,1,9,Personal Auto,Personal L3,Offer1,Call Center,331.20,Two-Door Car,Medsize
RR37715,Oregon,8435.176463,No,Basic,Bachelor,2/17/2011,Employed,M,64692,Suburban,Married,70,17,80,0,2,Corporate Auto,Corporate L3,Offer1,Agent,336.00,Two-Door Car,Small
TC81636,Arizona,10196.1106,No,Basic,High School or Below,1/7/2011,Unemployed,M,0,Suburban,Single,100,9,75,0,2,Corporate Auto,Corporate L3,Offer4,Web,720.00,SUV,Medsize
IC55961,Arizona,20552.62128,No,Basic,High School or Below,1/26/2011,Unemployed,F,0,Suburban,Single,187,22,97,1,2,Corporate Auto,Corporate L2,Offer1,Agent,1430.34,Luxury SUV,Medsize
HR48520,Oregon,3915.798108,No,Basic,Bachelor,1/24/2011,Unemployed,M,0,Suburban,Single,109,2,86,0,1,Personal Auto,Personal L2,Offer1,Call Center,784.80,SUV,Large
VI42566,Oregon,6010.502178,No,Basic,Master,1/11/2011,Employed,M,49311,Suburban,Married,74,25,85,0,3,Personal Auto,Personal L3,Offer2,Branch,355.20,Four-Door Car,Large
